"","V1","V2","V3","V4"
"507","0.9","54","edf","37.9002793375511"
"508","0.9","54","mse","232.179055554688"
"509","0.9","55","edf","37.726571508007"
"510","0.9","55","mse","313.026398388749"
"511","0.9","56","edf","39.1506949643973"
"512","0.9","56","mse","320.642282508377"
"513","0.9","57","edf","45.6654671497826"
"514","0.9","57","mse","179.371668655099"
"515","0.9","58","edf","39.5958791058057"
"516","0.9","58","mse","147.394228411263"
"517","0.9","59","edf","40.1293161535506"
"518","0.9","59","mse","191.001384072283"
"519","0.9","60","edf","34.8278970817681"
"520","0.9","60","mse","419.144289899213"
"521","0.9","61","edf","40.439654399474"
"522","0.9","61","mse","235.005277312749"
"523","0.9","62","edf","37.5784750866333"
"524","0.9","62","mse","342.218365173028"
"525","0.9","63","edf","40.3290242594231"
"526","0.9","63","mse","149.420151018178"
"527","0.9","64","edf","36.1200547041227"
"528","0.9","64","mse","269.356611522579"
"529","0.9","65","edf","37.2485736554564"
"530","0.9","65","mse","226.843402605831"
"531","0.9","66","edf","36.2068896061117"
"532","0.9","66","mse","240.68379202371"
"533","0.9","67","edf","41.5833015907799"
"534","0.9","67","mse","215.796789310417"
"535","0.9","68","edf","34.7659065349697"
"536","0.9","68","mse","215.629901941053"
"537","0.9","69","edf","42.2998317928793"
"538","0.9","69","mse","193.739266553702"
"539","0.9","70","edf","43.0289757865743"
"540","0.9","70","mse","373.126161280026"
"541","0.9","71","edf","39.3263488626946"
"542","0.9","71","mse","235.115737077099"
"543","0.9","72","edf","47.307332627384"
"544","0.9","72","mse","347.113767169934"
"545","0.9","73","edf","41.4161909763869"
"546","0.9","73","mse","205.222200687824"
"547","0.9","74","edf","41.6043279650526"
"548","0.9","74","mse","310.284935119463"
"549","0.9","75","edf","38.7053155593554"
"550","0.9","75","mse","264.057508289327"
"551","0.9","76","edf","39.4979410531401"
"552","0.9","76","mse","319.487159558297"
"553","0.9","77","edf","39.1481954825487"
"554","0.9","77","mse","213.483503579636"
"555","0.9","78","edf","37.5791508643476"
"556","0.9","78","mse","265.033906722185"
"557","0.9","79","edf","42.9183976981865"
"558","0.9","79","mse","251.941776511982"
"559","0.9","80","edf","35.5331336480725"
"560","0.9","80","mse","301.651025984379"
"561","0.9","81","edf","37.7983473876866"
"562","0.9","81","mse","221.247978945625"
"563","0.9","82","edf","40.0080962839275"
"564","0.9","82","mse","247.623365757703"
"565","0.9","83","edf","44.0795638556718"
"566","0.9","83","mse","201.182646001637"
"567","0.9","84","edf","38.6040137136719"
"568","0.9","84","mse","280.398744861536"
"569","0.9","85","edf","38.6219328579006"
"570","0.9","85","mse","250.266327687705"
"571","0.9","86","edf","40.0125207231055"
"572","0.9","86","mse","284.115146195453"
"573","0.9","87","edf","40.7019753172746"
"574","0.9","87","mse","246.402986849766"
"575","0.9","88","edf","39.9399310105635"
"576","0.9","88","mse","257.669232378634"
"577","0.9","89","edf","36.6707798418733"
"578","0.9","89","mse","325.704675964288"
"579","0.9","90","edf","40.3187717602543"
"580","0.9","90","mse","262.254873884531"
"581","0.9","91","edf","35.8301770573717"
"582","0.9","91","mse","178.789437932495"
"583","0.9","92","edf","44.8092561841343"
"584","0.9","92","mse","281.70575055425"
"585","0.9","93","edf","32.1023443271194"
"586","0.9","93","mse","291.800704467048"
"587","0.9","94","edf","42.2450702394704"
"588","0.9","94","mse","234.133528723755"
"589","0.9","95","edf","37.1414160548785"
"590","0.9","95","mse","209.005619379764"
"591","0.9","96","edf","41.8445699642373"
"592","0.9","96","mse","162.261898284318"
"593","0.9","97","edf","42.5219566959549"
"594","0.9","97","mse","237.311317721974"
"595","0.9","98","edf","38.6107693738766"
"596","0.9","98","mse","306.20098988577"
"597","0.9","99","edf","38.098813550361"
"598","0.9","99","mse","222.292730377713"
"599","0.9","100","edf","36.3696803830518"
"600","0.9","100","mse","212.383203029386"
"601","0.9","101","edf","43.2957728185956"
"602","0.9","101","mse","238.565174456251"
"603","0.9","102","edf","37.8296783614138"
"604","0.9","102","mse","398.434741076278"
"605","0.9","103","edf","41.2121843032884"
"606","0.9","103","mse","460.754202035825"
"607","0.9","104","edf","43.9898772495237"
"608","0.9","104","mse","392.875164931228"
"609","0.9","105","edf","38.9079074497361"
"610","0.9","105","mse","243.105185431372"
"611","0.9","106","edf","36.5730522963634"
"612","0.9","106","mse","185.187042655448"
"613","0.9","107","edf","38.8272726714456"
"614","0.9","107","mse","174.369773588214"
"615","0.9","108","edf","39.868731181866"
"616","0.9","108","mse","318.852008060747"
"617","0.9","109","edf","39.6275040066213"
"618","0.9","109","mse","195.489984451624"
"619","0.9","110","edf","44.1524127886489"
"620","0.9","110","mse","237.804354334423"
"621","0.9","111","edf","42.9853858597673"
"622","0.9","111","mse","326.209706012392"
"623","0.9","112","edf","39.8228722566242"
"624","0.9","112","mse","286.686016809843"
"625","0.9","113","edf","42.3344781244009"
"626","0.9","113","mse","263.882765194947"
"627","0.9","114","edf","44.3746932999235"
"628","0.9","114","mse","277.901577966012"
"629","0.9","115","edf","37.242099040062"
"630","0.9","115","mse","459.433789916845"
"631","0.9","116","edf","37.0115117380566"
"632","0.9","116","mse","297.023510258738"
"633","0.9","117","edf","36.0453533822864"
"634","0.9","117","mse","224.758958321058"
"635","0.9","118","edf","36.868774686795"
"636","0.9","118","mse","243.160558450455"
"637","0.9","119","edf","41.0799009110043"
"638","0.9","119","mse","362.553808031819"
"639","0.9","120","edf","43.1801371546136"
"640","0.9","120","mse","203.263172060587"
"641","0.9","121","edf","39.4642223797353"
"642","0.9","121","mse","268.558169441526"
"643","0.9","122","edf","40.6344426308437"
"644","0.9","122","mse","196.275310351668"
"645","0.9","123","edf","34.7967990152131"
"646","0.9","123","mse","362.43924527886"
"647","0.9","124","edf","35.3095118567702"
"648","0.9","124","mse","387.55398098066"
"649","0.9","125","edf","36.7727457282871"
"650","0.9","125","mse","280.729308758866"
"651","0.9","126","edf","41.0222558756072"
"652","0.9","126","mse","303.266361824683"
"653","0.9","127","edf","34.2176227417433"
"654","0.9","127","mse","278.058186586923"
"655","0.9","128","edf","38.3885099759919"
"656","0.9","128","mse","264.986757112366"
"657","0.9","129","edf","35.3474699035644"
"658","0.9","129","mse","401.039949680762"
"659","0.9","130","edf","34.9807904033456"
"660","0.9","130","mse","238.395713235484"
"661","0.9","131","edf","43.7883583575239"
"662","0.9","131","mse","247.577597088852"
"663","0.9","132","edf","40.3902621506925"
"664","0.9","132","mse","195.046324641616"
"665","0.9","133","edf","38.8616890171674"
"666","0.9","133","mse","296.071489995617"
"667","0.9","134","edf","43.0520876937433"
"668","0.9","134","mse","224.287484028137"
"669","0.9","135","edf","39.0262121403067"
"670","0.9","135","mse","235.751890696324"
"671","0.9","136","edf","35.3369122256267"
"672","0.9","136","mse","279.5160053488"
"673","0.9","137","edf","42.9231998216375"
"674","0.9","137","mse","292.168110221763"
"675","0.9","138","edf","39.3345719016336"
